senatore,nome,cognome,sesso,legislatura,inizioMandato,fineMandato,tipoMandato,tipoFineMandato,dataNascita,cittaNascita,provinciaNascita,nazioneNascita
http://dati.senato.it/senatore/32726,Mario,Turco,M,19,2022-10-13,,elettivo,,1968-06-14,Taranto,Taranto,Italia
http://dati.senato.it/senatore/32727,Julia,Unterberger,F,19,2022-10-13,,elettivo,,1962-09-05,Merano,Bolzano,Italia
http://dati.senato.it/senatore/2444,Adolfo,Urso,M,19,2022-10-13,,elettivo,,1957-07-12,Padova,Padova,Italia
http://dati.senato.it/senatore/29604,Valeria,Valente,F,19,2022-10-13,,elettivo,,1976-09-16,Napoli,Napoli,Italia
http://dati.senato.it/senatore/28924,Francesco,Verducci,M,19,2022-10-13,,elettivo,,1972-10-05,Fermo,Fermo,Italia
http://dati.senato.it/senatore/25377,Walter,Verini,M,19,2022-10-13,,elettivo,,1956-01-17,Citta' Di Castello,Perugia,Italia
http://dati.senato.it/senatore/33027,Giusy,Versace,F,19,2022-10-13,,elettivo,,1977-05-20,Reggio Di Calabria,Reggio di Calabria,Italia
http://dati.senato.it/senatore/32732,Francesco,Zaffini,M,19,2022-10-13,,elettivo,,1955-03-09,Spoleto,Perugia,Italia
http://dati.senato.it/senatore/36429,Ylenia,Zambito,F,19,2022-10-13,,elettivo,,1974-06-27,Pisa,Pisa,Italia
http://dati.senato.it/senatore/24016,Sandra,Zampa,F,19,2022-10-13,,elettivo,,1956-05-16,Mercato Saraceno,Forli'-Cesena,Italia
http://dati.senato.it/senatore/17811,Pierantonio,Zanettin,M,19,2022-10-13,,elettivo,,1961-07-13,Vicenza,Vicenza,Italia
http://dati.senato.it/senatore/33038,Paolo,Zangrillo,M,19,2022-10-13,,elettivo,,1961-12-03,Genova,Genova,Italia
http://dati.senato.it/senatore/36430,Antonella,Zedda,F,19,2022-10-13,,elettivo,,1976-01-17,Cagliari,Cagliari,Italia
http://dati.senato.it/senatore/36450,Ignazio,Zullo,M,19,2022-10-13,,elettivo,,1959-08-20,CASSANO DELLE MURGE,Bari,Italia
